NAME,NAME_FR,QUESTION_ID
Werden die Immissionsgrenzwerte der Empfindlichkeitsstufe im offenen Fenster lärmempfindlicher Räume überschritten?,Les valeurs limites d'immission selon le degré de sensibilité applicable qui sont mesurées au milieu de la fenêtre ouverte des locaux à usage sensible au bruit sont-elles dépassées?,40275
Seit welchem Jahr besteht der Betrieb an diesem Standort?,Depuis quelle année l'exploitation est-elle présente sur ce site?,40276
"Beinhaltet das Vorhaben Neubauten, Umbauten, Erweiterungen oder Umnutzungen, welche mit Schadstoffen oder Gerüchen belastete Luft aus Gebäuden oder Anlagen emittiert?","Le projet comporte-t-il des constructions, des transformations, des agrandissements ou des réaffectations impliquant que des bâtiments ou des installations émettent de l’air contaminé par des substances polluantes / odorantes?",40277
"Beinhaltet das Vorhaben Neubauten, Umbauten, Erweiterungen oder Umnutzungen mit Anlagen oder Prozessen, welche Aussenlärm erzeugen?","Le projet comporte-t-il des constructions, des transformations, des agrandissements ou des réaffectations qui impliquant des installations ou des travaux produisant du bruit extérieur?",40278
Werden Luftemissionen erzeugt?,Des émissions atmosphériques sont-elles générées?,40279
Art der Emmission,Nature des émissions,40280
Beschreibung,Description,40281
Kaminmündung überragt Dachfirst / Flachdach um … (in Meter),L’orifice de la cheminée dépasse le faîte du toit / le toit plat de … mètres,40282
Beinhaltet das Vorhaben eine Abluftentreinigungsanlage?,Le projet comprend-il une installation de purification de l’air évacué?,40283
Typ der Abluftentreinigungsanlage,Type de l'installation de purification de l’air évacué,40284
Feuerung?,Installations de combustion?,40285
Brennstoff,Combustible,40286
Feuerwärmleistung in kW,Puissance calorifique en kW,40287
Name Betrieb,Nom de l’établissement ,40288
Strasse,Rue,40289
Nummer,Numéro,40290
PLZ,NPA,40291
Ort,Localité,40292
Tätigkeit des Betriebs,Activité de l’entreprise,40293
Vorname,Prénom,40294
Name,Nom,40295
Telefon oder Mobile,Téléphone fixe ou mobile,40296
E-Mail,Courriel,40297
Alkoholausschank,Débit de boissons alcooliques,40298
öffentlichkeit,Ouverture au public,40299
öffnungszeiten,Heures d'ouverture,40300
Wochentag,Jour de semaine ,40301
Schliessungszeit,Heure de fermeture,40302
Tanzbetrieb,Danse,40303
Striptease,Strip-tease,40304
Prostitution,Prostitution,40305
Wochentag,Jour de semaine ,40306
öffnungszeit,Heures d'ouverture,40307
Schliesszeit,Heure de fermeture,40308
Damen,Dames,40309
Herren,Hommes,40310
Pissoir,Urinoir,40311
Stockwerk,Etage,40312
Zahl,Nombre,40313
Fläche in m²,Surface en m²,40314
Sitzplätze,Places assises,40315
davon in Sälen,Dont places en salle,40316
Zahl,Nombre,40317
m²,m²,40318
Sitzplätze,Places assises,40319
Fumoir,Fumoir,40320
Gästezimmer,Chambres d'hôtes,40321
Gästebetten,Lits d'hôtes,40322
Appartements,Appartements,40323
Massenlager,Dortoir,40324
Personalbetten,Lits pour le personnel,40325
Betriebskonzept,Conception d'exploitation,40326
Folgender Raum soll als Fumoir bewilligt werden,Le local suivant doit obtenir une autorisation pour être aménagé en fumoir:,40327
Gesamtfläche aller Ausschankräume,Total des surfaces de débit de l’établissement,40328
Fläche Fumoir,Surface du fumoir,40329
Anzahl Sitzplätze Fumoir,Nombre de places assises dans le fumoir,40330
Anzahl Stehplätze Fumoir,Nombre de places debout dans le fumoir,40331
Mechanische Lüftung,Ventilation mécanique,40332
Luftreinigung mit HEPA Filter,Epuration de l’air avec filtre HEPA,40333
Bar/Buffet im Fumoir,Bar / buffet dans le fumoir,40334
Handelt es sich um eine Anlage in welcher mit gentechnisch veränderten oder pathogenen Organismen (Klasse 3 oder 4) Tätigkeiten durchgeführt werden?,S'agit-il d'une entreprise dans laquelle doit être réalisée une activité impliquant des organismes génétiquement modifiés ou pathogènes des classes 3 ou 4?,40335
Verwendungszweck der Anlage,Affectation de l'installation,40336
Beschreibung,Description,40337
Stichwortartige Beschreibung der geplanten Tätigkeit,Description succincte de l’activité projetée,40338
"Organismen, mit denen in der Anlage hauptsächlich umgegangen werden soll",Principaux organismes utilisés dans l'installation:,40339
Beschreibung,Description,40340
Gentechnisch veränderte Organismen,Organismes génétiquement modifiés,40341
Klassierung der Tätigkeit nach der Einschliessungsverordnung (ESV) vom 25. August 1999,Classification de l'activité selon l’ordonnance du 25 août 1999 sur l'utilisation confinée (OUC),40342
Sicherheitsstufe der Anlage gemäss Einschliessungsverordnung (ESV),Niveau de sécurité de l'installation selon l'ordonnance sur l'utilisation confinée (OUC),40343
Werden alle von der ESV vorgeschriebenen baulichen Sicherheitsmassnahmen der zur Tätigkeitsklasse gehörenden Sicherheitsstufe eingehalten?,Les mesures architecturales spécifiées dans l'OUC en fonction de la classe de l’activité pour ce niveau de sécurité ont-elles toutes été prises?,40344
Zugang zum Arbeitsbereich über Schleuse?,Accès à la zone de travail à travers un sas?,40345
Duschmöglichkeit in der Schleuse?,Sas avec douche?,40346
Atmosphärischer Unterdruck des Arbeitsbereiches gegenüber der unmittelbaren Umgebung?,Pression atmosphérique de la zone de travail inférieure à celle de l’environnement immédiat?,40347
Für Produktionsanlagen: Kann der gesamte Inhalt des primären Systems bei allfälligem Auslaufen zurückgehalten werden?,Installations de production: la zone de travail est-elle conçue de manière telle que tout le contenu de la zone de confinement primaire puisse être collecté et retenu en cas de déversement?,40348
HEPA-Filter für die Zuluft (HEPA = high effciency particulate air)?,L’air entrant de la zone de travail est-il filtré par un filtre HEPA (high effciency particulate air)?,40349
HEPA-Filter für Abluft?,L’air sortant de la zone de travail est-il filtré par un filtre HEPA?,40350
"Ist der Arbeitsbereich so abgedichtet, dass eine Begasung möglich ist?",La zone de travail est-elle rendue étanche de manière à permettre les fumigations?,40351
Sterilisation des Abwassers?,Stérilisation des eaux usées,40352
Verfahren für die Sterilisation des Abwassers,Méthode de stérilisation des eaux usées,40353
Bemerkungen,Remarques,40354
"Neubauten oder bauliche Veränderungen in einem Betrieb, in dem die Mengenschwellen für Stoffe, Zubereitungen oder Sonderabfälle mit dem Projekt überschritten werden.","Nouvelles constructions ou modifications apportées aux ouvrages dans une entreprise dans laquelle le projet prévoit que les seuils quantitatifs s’appliquant aux substances, préparations ou déchets spéciaux sont dépassés",40355
"Neubauten oder bauliche Veränderungen in einem Betrieb, in dem die Mengenschwelle für hochaktive Stoffe (HAS) überschritten wird.",Nouvelles constructions ou modifications apportées aux ouvrages dans une entreprise dans laquelle le seuil quantitatif s’appliquant aux substances de haute activité (SHA) est dépassé,40356
"Wurde der aktuelle Betrieb aufgrund seines Potenzials für Bevölkerung oder Umwelt schwer schädlich oder gefährlich sein zu können, durch die Vollzugsbehörde auf der Basis von Art. 1 Abs. 3 StFV bereits der Verordnung unterstellt?","L’autorité d’exécution a-t-elle soumis l'entreprise existante à l'OPAM sur la base de l'article 1, alinéa 3 OPAM en raison du danger potentiel d'atteinte grave à la population ou à l’environnement qu'elle présente?
",40357
Liegt für den aktuellen Betrieb bereits ein Kurzbericht gemäss StFV vor?,Existe-t-il un rapport succinct actuel du détenteur de l'entreprise au sens de l'OPAM?,40358
Kurzbericht-Datum,Date du rapport succinct,40359
Liegt für den aktuellen Betrieb bereits eine Risikoermittlung gemäss StFV vor?,L'entreprise a-t-il fait l'objet d'une étude de risque actuelle au sens de l'OPAM?,40360
Risikoermittlung-Datum,Date de l'étude de risque,40361
Welche der folgenden Anlagen sind geplant?,Lesquelles des installations suivantes sont-elles projetées?,40362
"Bestehen Bedenken oder Einwände hinsichtlich Lichtreflektionen (Blendungen), welche für die Nachbarschaft störend sein können?",Existe-t-il des inquiétudes ou des objections en raison d'une réverbération optique (éblouissement) qui pourraient déranger le voisinage?,40363
Name Betrieb,Nom de l’établissement ,40364
Strasse,Rue,40365
Nummer,Numéro,40366
PLZ,NPA,40367
Ort,Localité,40368
Tätigkeit des Betriebs,Activité de l’entreprise,40369
Vorname,Prénom,40370
Name,Nom,40371
Telefon oder Mobile,Téléphone fixe ou mobile,40372
E-Mail,Courriel,40373
Bezeichnung,Désignation,40374
Typ,Type,40375
Verwendung,Utilisation,40376
Standort,Site,40377
Ist der Bau im Wald oder innerhalb von 30 m Abstand zum Wald?,La construction est-elle située en forêt ou distante de moins de 30 mètres de la forêt?,40378
Handelt es sich um eine Baute im Wald?,S'agit-il d'une construction en forêt?,40379
Ist für das Vorhaben eine Rodung notwendig (Grössere Zweckentfremdung von Waldboden)?,Le projet implique-t-il un défrichement (désaffectation d'une relativement grande surface de sol forestier)?,40380
Nicht forstliche Kleinbaute?,Petite construction non forestière?,40381
Forstliche Baute?,Construction forestière?,40382
Liegt die Baute im Waldabstandsbereich?,Construction distante de moins de 30 mètres de la forêt?,40383
"Begründung, weshalb der gesetzliche Waldabstand unterschritten werden soll",Justifi_x001F_cation de la nécessité de déroger à la distance légale par rapport à la forêt,40384
Parzellen-Nr.,N° de parcelle,40385
Waldabstand,Distance par rapport à la forêt,40386
Vorname,Prénom,40387
Name,Nom,40388
Strasse,Rue,40389
Nr.,N°,40390
Ort,Localité,40391
PLZ,NPA,40392
Grundbuch-Nr.,N° du registre foncier,40393
Gibt es bewilligungspflichtige Reklame?,Une réclame soumise à autorisation est-elle prévue?,40394
Reklame,Réclame,40395
Gesamtlänge in cm,Longueur totale en cm,40396
Breite in cm,Largeur en cm,40397
Text,Texte,40398
Grundfarbe(n),Couleur/s du fond,40399
Schriftfarbe(n) bei Tag,Couleur/s du texte de jour,40400
Schriftfarbe(n) bei Nacht,Couleur/s du texte de nuit,40401
Art der Beleuchtung,Type d'éclairage,40402
Abschaltung geplant?,Extinction prévue?,40403
von,De,40404
bis,à,40405
Bemerkung zur Beleuchtung,Remarques sur l’éclairage,40406
Montageort am Gebäude (Fassadenbezeichnung),Lieu du montage sur le bâtiment (désignation des façades),40407
A) von der Fassade bis Aussenkante der Reklame (in cm),A) Distance de la façade au bord extérieur de la réclame (en cm),40408
B) ab Boden bis zur Unterkante der Reklame (in cm),B) Distance du sol au bord inférieur de la réclame (en cm),40409
C) von Fahrbahnrand bis zur Aussenkante der Reklame (in cm),C) Distance du bord de la chaussée au bord extérieur de la réclame (en cm),40410
"Beschrieb des Montageortes einer freistehenden Reklame (Situation, Umgebung usw.)","Description du lieu de montage libre (emplacement, environs, etc.)",40411
Bemerkungen,Remarques,40412
Ist beim Bauvorhaben mit Bauabfällen zu rechnen (inklusive Boden)?,Y a-t-il lieu de s'attendre à ce que le projet de construction produise des déchets de chantier (matériaux terreux compris)?,40413
Ist ein belasteter Standort betroffen?,Un site pollué est-il concerné?,40414
Werden bestehende Bauten zurückgebaut (inklusive Aushub)?,Une déconstruction est-elle prévue (production de matériaux d'excavation comprise)?,40415
Sind Bauschadstoffe zu erwarten?,Y a-t-il lieu de s'attendre à la présence de substances nocives dans les matériaux de construction?,40416
Umfasst die Bauabfallmenge > insgesamt 200 m³?,La quantité de déchets de chantier atteint-elle 200 m³?,40417
Name Betrieb,Nom de l’établissement ,40418
Strasse,Rue,40419
Nummer,Numéro,40420
PLZ,NPA,40421
Ort,Localité,40422
Tätigkeit des Betriebs,Activité de l’entreprise,40423
Vorname,Prénom,40424
Name,Nom,40425
Telefon oder Mobile,Téléphone fixe ou mobile,40426
E-Mail,Courriel,40427
Vorname,Prénom,40428
Name,Nom,40429
Telefon oder Mobile,Téléphone fixe ou mobile,40430
E-Mail,Courriel,40431
Anzahl Arbeitsplätze aktuell,Nombre actuel de postes de travail,40432
Anzahl Arbeitsplätze nach Umbau,Nombre de postes de travail au terme des travaux de transformation,40433
Anzahl Mitarbeitende aktuell,Nombre actuel de collaborateurs/collaboratrices,40434
Anzahl Mitarbeitende nach Umbau,Nombre de collaborateurs/collaboratrices au terme des travaux de transformation,40435
Anzahl Jugendliche aktuell,Nombre actuel de jeunes collaborateurs/collaboratrices,40436
Anzahl Jugendliche nach Umbau,Nombre de jeunes collaborateurs/collaboratrices au terme des travaux de transformation,40437
Art der Notausgänge,Type de sorties/issues de secours,40438
Notbeleuchtung,Eclairage de secours,40439
Ort,Localité,40440
Mittlerer Schallabsorptionsgrad (αs),Coefficient d'absorption acoustique moyen  (αs),40441
Wert,Valeur,40442
Nachhallzeiten (Tm),Temps de réverbération (Tm),40443
Wert,Valeur,40444
Schalldruckpegelabnahme pro Distanzverdoppelung (DL2),Taux de décroissance spatiale par doublement de la distance (DL2),40445
Wert,Valeur,40446
Bezeichnung,Désignation,40447
Typ,Type,40448
Verwendung,Utilisation,40449
Standort,Site,40450
Handelt es sich um ein sensibles Objekt?,S'agit-il d'un objet sensible?,40451
Gefahrenstufe,Niveau de danger,40452
Hauptprozessart,Type de phénomène principal,40453
Prozessart,Type de phénomène,40454
Beschreibung der Gefährdung,Description du danger,40455
Gebäudeversicherungswert vor der Erneuerung in CHF,Valeur d’assurance du bâtiment avant la rénovation en francs,40456
"Activation document ""Ausnützung""","Activation du document ""Utilisation""",40457
"Activation document ""Grünfläche""","Activation du document ""Surface verte""",40458
"Activation document ""Überbauung""","Activation du document ""Occupation du sol""",40459
"Activation document ""Geschossflächen""","Activation du document ""Surfaces de plancher""",40460
"Activation document ""QS-Verantwortlicher und Projektorganisation""","Activation du document ""Responsable du système d’assurance qualité et organisation de projet""",40461
"Activation document ""Brandschutzplan""","Activation du document ""Plan de protection contre l'incendie""",40462
"Activation document ""Brandschutzkonzept""","Activation du document ""Stratégie de protection contre l'incendie""",40463
"Activation document ""Qualitätssicherungskonzept""","Activation du document ""Système d’assurance qualité""",40464
Handelt es sich um eine juristische Person?,S'agit-il d'une personne morale?,40465
"Activation document ""Betriebskonzept Gastgewerbe""","Activation du document ""Hôtellerie et restauration: conception d'exploitation""",40466
"Activation page ""Betrieb - Allgemeine Angaben""","Activation de la page ""Indications générales sur l'installation""",40467
Um welche Gesuchsbewilligungsart handelt es sich?,Quel est le genre de permis demandé?,40468
Beschreibung,Description,40469
Sind Profile nach den Vorschriften von Art. 16 BewD (insbesondere auch Kote EG) vorhanden?,Le gabarit est-il conforme aux prescriptions de l'article 16 DPC (en particulier la cote du rez-de chaussée)?,40474
Bemerkungen,Remarques,40475
Sind die Formulare vollständig ausgefüllt und unterzeichnet?,Tous les formulaires ont-ils été intégralement remplis et signés?,40476
Bemerkungen,Remarques,40477
Sind die verlangten Beilagen vorhanden?,Les annexes exigées ont-elles été remises?,40478
Bemerkungen,Remarques,40479
Liegen Begründungen für Ausnahmen vor?,Des motifs ont-ils été exposés à l'appui d'une demande de dérogation?,40480
Bemerkungen,Remarques,40481
Entsprechen Form und Inhalt des Situationsplanes den Vorgaben (Art. 12 und 13 BewD)?,La forme et le contenu du plan de situation sont-ils conformes aux articles 12 et 13 DPC?,40482
Bemerkungen,Remarques,40483
Sind Projektpläne im Sinne von Art. 14 BewD vorhanden und entsprechen die Planinhalte den Anforderungen?,Les plans requis au sens de l'article 14 DPC figurent-ils dans le dossier et leur contenu est-il conforme aux exigences?,40484
Bemerkungen,Remarques,40485
Offenkundige materielle Mängel,Vices matériels manifestes,40486
Zuständige Baubewilligungsbehörde,Autorité d'octroi du permis de construire compétente,40487
Sachbearbeiter/in,Responsable du dossier,40488
Tel.-Nr.,N° de téléphone,40489
Weitere Telefon-/Faxnummer,Numéro de téléphone/télécopieur supplémentaire,40490
E-Mail,Courriel,40491
Um welche Gesuchsbewilligungsart handelt es sich?,Quel est le genre de permis demandé?,40492
Bemerkungen,Remarques,40493
Sind Profile nach den Vorschriften von Art. 16 BewD (insbesondere auch Kote EG) vorhanden?,Le gabarit est-il conforme aux prescriptions de l'article 16 DPC (en particulier la cote du rez-de chaussée)?,40494
Bemerkungen,Remarques,40495
Sind die Formulare vollständig ausgefüllt und unterzeichnet?,Tous les formulaires ont-ils été intégralement remplis et signés?,40496
Bemerkungen,Remarques,40497
Sind die verlangten Beilagen vorhanden?,Les annexes exigées ont-elles été remises?,40498
Bemerkungen,Remarques,40499
Liegen Begründungen für Ausnahmen vor?,Des motifs ont-ils été exposés à l'appui d'une demande de dérogation?,40500
Bemerkungen,Remarques,40501
Entsprechen Form und Inhalt des Situationsplanes den Vorgaben (Art. 12 und 13 BewD)?,La forme et le contenu du plan de situation sont-ils conformes aux articles 12 et 13 DPC?,40502
Bemerkungen,Remarques,40503
Sind Projektpläne im Sinne von Art. 14 BewD vorhanden und entsprechen die Planinhalte den Anforderungen?,Les plans requis au sens de l'article 14 DPC figurent-ils dans le dossier et leur contenu est-il conforme aux exigences?,40504
Bemerkungen,Remarques,40505
Offenkundige materielle Mängel,Vices matériels manifestes,40506
Zuständige Baubewilligungsbehörde,Autorité d'octroi du permis de construire compétente,40507
Sachbearbeiter/in,Responsable du dossier,40508
Tel.-Nr.,N° de téléphone,40509
Fax-Nr.,N° de télécopie,40510
E-Mail,Courriel,40511
Sind die erforderlichen Beilagen zum Baugesuch vorhanden?,Les annexes devant accompagner la demande de permis de construire ont-elles été remises?,40512
Welche Beilagen fehlen?,Quelles annexes manquent-elles?,40513
Sachbearbeiter/in,Responsable du dossier,40514
Tel.-Nr.,N° de téléphone,40515
Fax-Nr.,N° de télécopie,40516
E-Mail,Courriel,40517
Geprüft am,Examiné le,40518
Handelt es sich um eine Baute ausserhalb der Bauzone,S'agit-il d'une construction hors de la zone à bâtir?,40519
Befindet sich das Bauvorhaben im Streusiedlungsgebiet?,Le projet de construction concerne-t-il un territoire à habitat dispersé?,40520
Wann wurde das Gebäude erstellt?,Quand le bâtiment a-t-il été construit?,40521
Dient das Gebäude noch der erwerbsmässigen Landwirtschaft?,Le bâtiment est-il encore affecté à l'agriculture professionnelle?,40522
Wurde das Gebäude seit dem 01.07.1972 bereits um- und ausgebaut?,Le bâtiment a-t-il déjà été transformé depuis le 1er juillet 1972?,40523
Wurde das Bauvorhaben in Zusammenarbeit mit der Abt. Strukturverbesserung und Produktion (ASP) des LANAT bereits vorgeprüft?,Le projet de construction a-t-il fait l'objet d'un examen préalable en collaboration avec le Service des améliorations structurelles et de la production (SASP) de l'OAN?,40524
Bemerkungen,Remarques,40525
Befindet sich das Vorhaben in einem Ortsbildschutzperimeter?,Le projet concerne-t-il un périmètre de protection du site?,40526
Bemerkungen,Remarques,40527
Bestehend am 01.07.1972,Existant au 1er juillet 1972,40528
Bestehend am 01.07.1972,Existant au 1er juillet 1972,40529
Bestehend am 01.07.1972 (in m²),Existant au 1er juillet 1972 (en m²),40530
Heute (in m²),Actuellement (en m²),40531
Nach Ausbau (in m²),Après la transformation (en m²),40532
Bestehend am 01.07.1972 (in m²),Existant au 1er juillet 1972 (en m²),40533
Heute (in m²),Actuellement (en m²),40534
Nach Ausbau (in m²),Après la transformation (en m²),40535
Bemerkungen,Remarques,40536
Nutzungsart,Type d'affectation,40537
Nutzungsart rating,Type d'affectation (rating),40538
Nutzungsart Bemerkungen,Remarques sur le type d'affectation,40539
Zonenkonformität,Conformité à l'affectation de la zone,40540
Zonenkonformität rating,Conformité à l'affectation de la zone (rating),40541
Zonenkonformität Bemerkungen,Remarques sur la conformité à l'affectation de la zone,40542
Wohnungsanteil,Taux d'habitation,40543
Wohnungsanteil rating,Taux d'habitation (rating),40544
Wohnungsanteil Bemerkungen,Remarques sur le taux d'habitation,40545
offen,Ordre des constructions non contigu,40546
offen rating,Ordre des constructions non contigu (rating),40547
offen Bemerkungen,Remarques sur l'ordre des constructions non contigu,40548
geschlossen,Ordre des constructions contigu,40549
geschlossen rating,Ordre des constructions contigu (rating),40550
geschlossen Bemerkungen,Remarques sur l'ordre des constructions contigu,40551
Gestaltungsfreiheit,Ordre des constructions: liberté de conception,40552
Gestaltungsfreiheit rating,Ordre des constructions: liberté de conception (rating),40553
Gestaltungsfreiheit Bemerkungen,Remarques sur la liberté de conception (ordre des constructions),40554
Fixpunkt (Ausgangshöhe),Point fixe (cote du sol fini du rez-de-chaussée),40555
Fixpunkt (Ausgangshöhe) rating,Point fixe (cote du sol fini du rez-de-chaussée) (rating),40556
Fixpunkt (Ausgangshöhe) Bemerkungen,Remarques sur le point fixe (cote du sol fini du rez-de-chaussée),40557
Gebäudehöhe,Hauteur du bâtiment,40558
Gebäudehöhe rating,Hauteur du bâtiment (rating),40559
Gebäudehöhe Bemerkungen,Remarques sur la hauteur du bâtiment,40560
Firsthöhe,Hauteur du faîte,40561
Firsthöhe rating,Hauteur du faîte (rating),40562
Firsthöhe Bemerkungen,Remarques sur la hauteur du faîte,40563
Geschosszahl,Nombre d’étages,40564
Geschosszahl rating,Nombre d’étages (rating),40565
Geschosszahl Bemerkungen,Remarques sur le nombre d’étages,40566
Kniewand/Kniestockhöhe,Hauteur du mur de combles,40567
Kniewand/Kniestockhöhe rating,Hauteur du mur de combles (rating),40568
Kniewand/Kniestockhöhe Bemerkungen,Remarques sur la hauteur du mur de combles,40569
Dachausbau,Aménagement des combles,40570
Dachausbau rating,Aménagement des combles (rating),40571
Dachausbau Bemerkungen,Remarques sur l'aménagement des combles,40572
Dachform,Forme de la toiture,40573
Dachform rating,Forme de la toiture (rating),40574
Dachform Bemerkungen,Remarques sur la forme de la toiture,40575
Dachneigung,Pente de la toiture,40576
Dachneigung rating,Pente de la toiture (rating),40577
Dachneigung Bemerkungen,Remarques sur la pente de la toiture,40578
Dachvorsprünge,Avant-toits,40579
Dachvorsprünge rating,Avant-toits (rating),40580
Dachvorsprünge Bemerkungen,Remarques sur les avant-toits,40581
Dachaufbauten,Superstructures du toit,40582
Dachaufbauten rating,Superstructures du toit (rating),40583
Dachaufbauten Bemerkungen,Remarques sur les superstructures du toit,40584
Galerie,Galerie,40585
Galerie rating,Galerie (rating),40586
Galerie Bemerkungen,Remarques sur la galerie,40587
Gebäudelänge,Longueur du bâtiment,40588
Gebäudelänge rating,Longueur du bâtiment (rating),40589
Gebäudelänge Bemerkungen,Remarques sur la longueur du bâtiment,40590
Gebäudebreite,Largeur du bâtiment,40591
Gebäudebreite rating,Largeur du bâtiment (rating),40592
Gebäudebreite Bemerkungen,Remarques sur la largeur du bâtiment,40593
Mehrlängen- + breitenzuschlag,Supplément de distance sur les côtés longs et étroits,40594
Mehrlängen- + breitenzuschlag rating,Supplément de distance sur les côtés longs et étroits (rating),40595
Mehrlängen- + breitenzuschlag Bemerkungen,Remarques sur le supplément de distance sur les côtés longs et étroits,40596
Überbauungsprozente,Taux d'occupation du sol,40597
Überbauungsprozente rating,Taux d'occupation du sol (rating),40598
Überbauungsprozente Bemerkungen,Remarques sur le taux d'occupation du sol,40599
Nutzungsübertragung,Transfert de l'affectation,40600
Nutzungsübertragung rating,Transfert de l'affectation (rating),40601
Nutzungsübertragung Bemerkungen,Remarques sur le transfert de l'affectation,40602
Grünflächenziffer,Indice de surface verte,40603
Grünflächenziffer rating,Indice de surface verte (rating),40604
Grünflächenziffer Bemerkungen,Remarques sur l'indice de surface verte,40605
Gebäudeproportionen (Verhältnis B zu H),Proportions du bâtiment (rapport largeur - hauteur),40606
Gebäudeproportionen (Verhältnis B zu H) rating,Proportions du bâtiment (rapport largeur - hauteur) (rating),40607
Gebäudeproportionen (Verhältnis B zu H) Bemerkungen,Remarques sur les proportions du bâtiment (rapport largeur - hauteur),40608
EWAP,THP,40609
EWAP rating,THP (rating),40610
EWAP Bemerkungen,Remarques sur le THP,40611
Baulinien,Alignement,40612
Baulinien rating,Alignement (rating),40613
Baulinien Bemerkungen,Remarques sur l'alignement,40614
Hauptgebäude bewohnt,Bâtiment principal habité,40615
Hauptgebäude bewohnt rating,Bâtiment principal habité (rating),40616
Hauptgebäude bewohnt Bemerkungen,Remarques sur le bâtiment principal habité,40617
Hauptgebäude unbewohnt,Bâtiment principal inhabité,40618
Hauptgebäude unbewohnt rating,Bâtiment principal inhabité (rating),40619
Hauptgebäude unbewohnt Bemerkungen,Remarques sur le bâtiment principal inhabité,40620
Nebengebäude bewohnt,Annexe habitée,40621
Nebengebäude bewohnt rating,Annexe habitée (rating),40622
Nebengebäude bewohnt Bemerkungen,Remarques sur l'annexe habitée,40623
Nebengebäude unbewohnt,Annexe inhabitée,40624
Nebengebäude unbewohnt rating,Annexe inhabitée (rating),40625
