NAME,NAME_FR,QUESTION_ID
Nebengebäude unbewohnt Bemerkungen,Remarques sur l'annexe inhabitée,40626
grosser Grenzabstand,Grande distance à la limite,40627
grosser Grenzabstand rating,Grande distance à la limite (rating),40628
grosser Grenzabstand Bemerkungen,Remarques sur la grande distance à la limite,40629
Auskragung offener Bauteile,Empiétement de parties en saillie,40630
Auskragung offener Bauteile rating,Empiétement de parties en saillie (rating),40631
Auskragung offener Bauteile Bemerkungen,Remarques sur l'empiétement de parties en saillie,40632
Grenzabstand unterirdischer Bauteile,Distance à la limite souterraine,40633
Grenzabstand unterirdischer Bauteile rating,Distance à la limite souterraine (rating),40634
Grenzabstand unterirdischer Bauteile Bemerkungen,Remarques sur la distance à la limite souterraine,40635
Gebäudeabstand,Distance entre les bâtiments,40636
Gebäudeabstand rating,Distance entre les bâtiments (rating),40637
Gebäudeabstand Bemerkungen,Remarques sur la distance entre les bâtiments,40638
Strassenabstand,Distance par rapport à la route,40639
Strassenabstand rating,Distance par rapport à la route (rating),40640
Strassenabstand Bemerkungen,Remarques sur la distance par rapport à la route,40641
Abstand von Gewässern,Distance par rapport aux eaux,40642
Abstand von Gewässern rating,Distance par rapport aux eaux (rating),40643
Abstand von Gewässern Bemerkungen,Remarques sur la distance par rapport aux eaux,40644
Abstand vom Wald,Distance par rapport à la forêt,40645
Abstand vom Wald rating,Distance par rapport à la forêt (rating),40646
Abstand vom Wald Bemerkungen,Remarques sur la distance par rapport à la forêt,40647
Abstand von Zonengrenzen,Distance par rapport aux limites de zone,40648
Abstand von Zonengrenzen rating,Distance par rapport aux limites de zone (rating),40649
Abstand von Zonengrenzen Bemerkungen,Remarques sur la distance par rapport aux limites de zone,40650
Bauabstände zu Leitungen,Distances par rapport aux conduites,40651
Bauabstände zu Leitungen rating,Distances par rapport aux conduites (rating),40652
Bauabstände zu Leitungen Bemerkungen,Remarques sur les distances par rapport aux conduites,40653
Schutzzone,Zone de protection,40654
Schutzzone rating,Zone de protection (rating),40655
Schutzzone Bemerkungen,Remarques sur la zone de protection,40656
erhaltenswert,Objet digne de conservation,40657
erhaltenswert rating,Objet digne de conservation (rating),40658
erhaltenswert Bemerkungen,Remarques sur l'objet digne de conservation,40659
schützenswert,Objet digne de protection,40660
schützenswert rating,Objet digne de protection (rating),40661
schützenswert Bemerkungen,Remarques sur l'objet digne de protection,40662
Baugruppe,Ensemble bâti,40663
Baugruppe rating,Ensemble bâti (rating),40664
Baugruppe Bemerkungen,Remarques sur l'ensemble bâti,40665
ISOS,ISOS,40666
ISOS rating,ISOS (rating),40667
ISOS Bemerkungen,Remarques sur l'ISOS,40668
Kant. Naturschutzgebiet,Réserve naturelle cantonale,40669
Kant. Naturschutzgebiet rating,Réserve naturelle cantonale (rating),40670
Kant. Naturschutzgebiet Bemerkungen,Remarques sur la réserve naturelle cantonale,40671
Hecken,Haies,40672
Hecken rating,Haies (rating),40673
Hecken Bemerkungen,Remarques sur les haies,40674
BLN und weitere Bundesinventare,IFP et autres inventaires fédéraux,40675
BLN und weitere Bundesinventare rating,IFP et autres inventaires fédéraux (rating),40676
BLN und weitere Bundesinventare Bemerkungen,Remarques sur l'IFP et les autres inventaires fédéraux,40677
Moorlandschaft,Site marécageux,40678
Moorlandschaft rating,Site marécageux (rating),40679
Moorlandschaft Bemerkungen,Remarques sur le site marécageux,40680
IVS,IVS,40681
IVS rating,IVS (rating),40682
IVS Bemerkungen,Remarques sur l'IVS,40683
Besondere Verhältnisse,Circonstances particulières,40684
Besondere Verhältnisse rating,Circonstances particulières (rating),40685
Besondere Verhältnisse Bemerkungen,Remarques sur les circonstances particulières,40686
Bauen in der Landwirtschaftszone,Construction en zone agricole,40687
Bauen in der Landwirtschaftszone rating,Construction en zone agricole (rating),40688
Bauen in der Landwirtschaftszone Bemerkungen,Remarques sur la construction en zone agricole,40689
Kinderspielplätze,Places de jeux pour enfants,40690
Kinderspielplätze rating,Places de jeux pour enfants (rating),40691
Kinderspielplätze Bemerkungen,Remarques sur les places de jeux pour enfants,40692
Aufenthaltsbereiche,Aires de loisirs,40693
Aufenthaltsbereiche rating,Aires de loisirs (rating),40694
Aufenthaltsbereiche Bemerkungen,Remarques sur les aires de loisirs,40695
Abstellräume,Réduits,40696
Abstellräume rating,Réduits (rating),40697
Abstellräume Bemerkungen,Remarques sur les réduits,40698
Wohnen,Habitat,40699
Wohnen rating,Habitat (rating),40700
Wohnen Bemerkungen,Remarques sur l'habitat,40701
Gewerbe,Artisanat,40702
Gewerbe rating,Artisanat (rating),40703
Gewerbe Bemerkungen,Remarques sur l'artisanat,40704
Anstellfläche für Kinderwagen und Velo,Places de stationnement pour voitures d'enfant ou pour bicyclettes,40705
Anstellfläche für Kinderwagen und Velo rating,Places de stationnement pour voitures d'enfant ou pour bicyclettes (rating),40706
Anstellfläche für Kinderwagen und Velo Bemerkungen,Remarques sur les places de stationnement pour voitures d'enfant ou pour bicyclettes,40707
grosse Spielfläche,Grande surface de jeu,40708
grosse Spielfläche rating,Grande surface de jeu (rating),40709
grosse Spielfläche Bemerkungen,Remarques sur la grande surface de jeu,40710
Bepflanzung,Plantations,40711
Bepflanzung rating,Plantations (rating),40712
Bepflanzung Bemerkungen,Remarques sur les plantations,40713
Kehrichtplatz,Place pour déchets,40714
Kehrichtplatz rating,Place pour déchets (rating),40715
Kehrichtplatz Bemerkungen,Remarques sur la place pour déchets,40716
Zufahrt,Accès,40717
Zufahrt rating,Accès (rating),40718
Zufahrt Bemerkungen,Remarques sur l'accès,40719
"Breite, Gefälle","Largeur, déclivité",40720
"Breite, Gefälle rating","Largeur, déclivité (rating)",40721
"Breite, Gefälle Bemerkungen",Remarques sur la largeur ou la déclivité,40722
Zugangsrecht,Droit d'accès,40723
Zugangsrecht rating,Droit d'accès (rating),40724
Zugangsrecht Bemerkungen,Remarques sur le droit d'accès,40725
Strassenanschluss,Débouché,40726
Strassenanschluss rating,Débouché (rating),40727
Strassenanschluss Bemerkungen,Remarques sur le débouché,40728
Einordnung und Gestaltung,Intégration et forme,40729
Einordnung und Gestaltung rating,Intégration et forme (rating),40730
Einordnung und Gestaltung Bemerkungen,Remarques sur l'intégration et la forme,40731
Gebäudestellung im Gelände,Implantation du bâtiment,40732
Gebäudestellung im Gelände rating,Implantation du bâtiment (rating),40733
Gebäudestellung im Gelände Bemerkungen,Remarques sur l'implantation du bâtiment,40734
Gebäudestellung zur Strasse,Position du bâtiment par rapport à la route,40735
Gebäudestellung zur Strasse rating,Position du bâtiment par rapport à la route (rating),40736
Gebäudestellung zur Strasse Bemerkungen,Remarques sur la position du bâtiment par rapport à la route,40737
Firstrichtung,Orientation du faîte,40738
Firstrichtung rating,Orientation du faîte (rating),40739
Firstrichtung Bemerkungen,Remarques sur l'orientation du faîte,40740
Gebäudeform / Proportionen,Formes et proportions du bâtiment,40741
Gebäudeform/Proportionen rating,Formes et proportions du bâtiment (rating),40742
Gebäudeform/Proportionen Bemerkungen,Remarques sur la forme et les proportions du bâtiment,40743
Material- und Farbwahl,Choix des matériaux et des couleurs,40744
Material- und Farbwahl rating,Choix des matériaux et des couleurs (rating),40745
Material- und Farbwahl Bemerkungen,Remarques sur le choix des matériaux et des couleurs,40746
Umgebungsgestaltung,Aménagement des abords,40747
Umgebungsgestaltung rating,Aménagement des abords (rating),40748
Umgebungsgestaltung Bemerkungen,Remarques sur l'aménagement des abords,40749
"Einfriedungen, Stützmauern, Böschungen","Clôtures, murs de soutènement, talus",40750
"Einfriedungen, Stützmauern, Böschungen rating","Clôtures, murs de soutènement, talus (rating)",40751
"Einfriedungen, Stützmauern, Böschungen Bemerkungen","Remarques sur les clôtures, murs de soutènement, talus",40752
Fachstellen,Services spécialisés,40753
Fachstellen rating,Services spécialisés (rating),40754
Fachstellen Bemerkungen,Remarques sur les services spécialisés,40755
Antennen,Antennes,40756
Antennen rating,Antennes (rating),40757
Antennen Bemerkungen,Remarques sur les antennes,40758
Energiekollektoren,Capteurs d'énergie,40759
Energiekollektoren rating,Capteurs d'énergie (rating),40760
Energiekollektoren Bemerkungen,Remarques sur les capteurs d'énergie,40761
Terrainveränderungen,Modifications de terrain,40762
Terrainveränderungen rating,Modifications de terrain (rating),40763
Terrainveränderungen Bemerkungen,Remarques sur les modifications de terrain,40764
Fotodokumentation,Documentation photographique,40765
Fotodokumentation rating,Documentation photographique (rating),40766
Fotodokumentation Bemerkungen,Remarques sur la documentation photographique,40767
"Belichtung, Belüftung und Besonnung","Luminosité, aération et ensoleillement",40768
"Belichtung, Belüftung und Besonnung rating","Luminosité, aération et ensoleillement (rating)",40769
"Belichtung, Belüftung und Besonnung Bemerkungen","Remarques sur la luminosité, l'aération et l'ensoleillement",40770
Raumhöhe,Hauteur des locaux,40771
Raumhöhe rating,Hauteur des locaux (rating),40772
Raumhöhe Bemerkungen,Remarques sur la hauteur des locaux,40773
Raumhöhe abgeschrägt,Hauteur des locaux mansardés,40774
Raumhöhe abgeschrägt rating,Hauteur des locaux mansardés (rating),40775
Raumhöhe abgeschrägt Bemerkungen,Remarques sur la hauteur des locaux mansardés,40776
Raumgrösse (mind. 8 m²),Dimensions des locaux (min. 8 m²),40777
Raumgrösse (mind. 8 m²) rating,Dimensions des locaux (min. 8 m²) (rating),40778
Raumgrösse (mind. 8 m²) Bemerkungen,Remarques sur les dimensions des locaux (min. 8 m²),40779
Wohnräume im UG,Locaux d'habitation en sous-sol,40780
Wohnräume im UG rating,Locaux d'habitation en sous-sol (rating),40781
Wohnräume im UG Bemerkungen,Remarques sur les locaux d'habitation en sous-sol,40782
Sanitäre Einrichtungen,Installations sanitaires,40783
Sanitäre Einrichtungen rating,Installations sanitaires (rating),40784
Sanitäre Einrichtungen Bemerkungen,Remarques sur les installations sanitaires,40785
Radon,Radon,40786
Radon rating,Radon (rating),40787
Radon Bemerkungen,Remarques sur le radon,40788
Naturgefahren / Gefahrengebiet,Dangers naturels / zone de danger,40789
Naturgefahren/Gefahrengebiet rating,Dangers naturels / zone de danger (rating),40790
Naturgefahren/Gefahrengebiet Bemerkungen,Remarques sur les dangers naturels et la zone de danger,40791
Sicherheit im Allgemeinen,Sécurité en général,40792
Sicherheit im Allgemeinen rating,Sécurité en général (rating),40793
Sicherheit im Allgemeinen Bemerkungen,Remarques sur la sécurité en général,40794
Schutzvorrichtungen,Dispositifs de sécurité,40795
Schutzvorrichtungen rating,Dispositifs de sécurité (rating),40796
Schutzvorrichtungen Bemerkungen,Remarques sur les dispositifs de sécurité,40797
Treppenbreiten,Largeur des escaliers,40798
Treppenbreiten rating,Largeur des escaliers (rating),40799
Treppenbreiten Bemerkungen,Remarques sur la largeur des escaliers,40800
Aufzüge,Ascenseurs,40801
Aufzüge rating,Ascenseurs (rating),40802
Aufzüge Bemerkungen,Remarques sur les ascenseurs,40803
Bauliche Vorkehrungen für Behinderte,Mesures de construction en faveur des handicapés,40804
Bauliche Vorkehrungen für Behinderte rating,Mesures de construction en faveur des handicapés (rating),40805
Bauliche Vorkehrungen für Behinderte Bemerkungen,Remarques sur les mesures de construction en faveur des handicapés,40806
ABAG/ABAV,LTEI / OTEI,40807
ABAG/ABAV rating,LTEI / OTEI (rating),40808
ABAG/ABAV Bemerkungen,Remarques sur la LTEI et l'OTEI,40809
Hygiene+Unfallverhütung auf Bauplätzen,Mesures d'hygiène et prévention des accidents sur les chantiers,40810
Hygiene+Unfallverhütung auf Bauplätzen rating,Mesures d'hygiène et prévention des accidents sur les chantiers (rating),40811
Hygiene+Unfallverhütung auf Bauplätzen Bemerkungen,Remarques sur les mesures d'hygiène et la prévention des accidents sur les chantiers,40812
Umweltschutz,Protection de l’environnement,40813
Umweltschutz rating,Protection de l’environnement (rating),40814
Umweltschutz Bemerkungen,Remarques sur la protection de l’environnement,40815
Luftreinhalteverordnung ,Ordonnance sur la protection de l’air,40816
Luftreinhalteverordnung rating,Ordonnance sur la protection de l’air (rating),40817
Luftreinhalteverordnung Bemerkungen,Remarques sur l'ordonnance sur la protection de l’air,40818
Kaminhöhe (≥ 0.5 m über First),"Hauteur de la cheminée (0,5 m au-dessus du faîte au moins)",40819
Kaminhöhe (≥ 0.5 m über First) rating,"Hauteur de la cheminée (0,5 m au-dessus du faîte au moins) (rating)",40820
Kaminhöhe (≥ 0.5 m über First) Bemerkungen,"Remarques sur la hauteur de la cheminée (0,5 m au-dessus du faîte au moins)",40821
Lärmschutzverordnung,Ordonnance sur la protection contre le bruit,40822
Lärmschutzverordnung rating,Ordonnance sur la protection contre le bruit (rating),40823
Lärmschutzverordnung Bemerkungen,Remarques sur l'ordonnance sur la protection contre le bruit,40824
Schalldämmung (siehe auch SIA Norm 181),Isolation acoustique (voir également la norme SIA 181),40825
Schalldämmung (siehe auch SIA Norm 181) rating,Isolation acoustique (voir également la norme SIA 181) (rating),40826
Schalldämmung (siehe auch SIA Norm 181) Bemerkungen,Remarques sur l'isolation acoustique (voir également la norme SIA 181),40827
Störfallvorsorge,Prévention des accidents majeurs,40828
Störfallvorsorge rating,Prévention des accidents majeurs (rating),40829
Störfallvorsorge Bemerkungen,Remarques sur la prévention des accidents majeurs,40830
Entsorgung Abfälle,Traitement des déchets,40831
Entsorgung Abfälle rating,Traitement des déchets (rating),40832
Entsorgung Abfälle Bemerkungen,Remarques sur le traitement des déchets,40833
Andere Immissionen,Autres immissions,40834
Andere Immissionen rating,Autres immissions (rating),40835
Andere Immissionen Bemerkungen,Remarques sur les autres immissions,40836
UVP,EIE,40837
UVP rating,EIE (rating),40838
UVP Bemerkungen,Remarques sur l'EIE,40839
Energiegesetzgebung (u.a. Wärmedämmung),Législation sur l’énergie (isolation thermique notamment),40840
Energiegesetzgebung (u.a. Wärmedämmung) rating,Législation sur l’énergie (isolation thermique notamment) (rating),40841
Energiegesetzgebung (u.a. Wärmedämmung) Bemerkungen,Remarques sur la législation sur l’énergie (isolation thermique notamment),40842
Eisenbahn,Voies ferrées,40843
Eisenbahn rating,Voies ferrées (rating),40844
Eisenbahn Bemerkungen,Remarques sur les voies ferrées,40845
Bauten in Bahnnähe,Constructions à proximité des voies ferrées,40846
Bauten in Bahnnähe rating,Constructions à proximité des voies ferrées (rating),40847
Bauten in Bahnnähe Bemerkungen,Remarques sur les constructions à proximité des voies ferrées,40848
Altlasten-/Verdachtsflächen,Sites contaminés ou potentiellement contaminés,40849
Altlasten-/Verdachtsflächen rating,Sites contaminés ou potentiellement contaminés (rating),40850
Altlasten-/Verdachtsflächen Bemerkungen,Remarques sur les sites contaminés ou potentiellement contaminés,40851
Entsorgungskonzept,Plan de gestion des déchets,40852
Entsorgungskonzept rating,Plan de gestion des déchets (rating),40853
Entsorgungskonzept Bemerkungen,Remarques sur le plan de gestion des déchets,40854
Gesetz über See- und Flussufer,Loi sur les rives des lacs et des rivières,40855
Gesetz über See- und Flussufer rating,Loi sur les rives des lacs et des rivières (rating),40856
Gesetz über See- und Flussufer Bemerkungen,Remarques sur la loi sur les rives des lacs et des rivières,40857
Versickerung,Infiltration,40858
Versickerung rating,Infiltration (rating),40859
Versickerung Bemerkungen,Remarques sur l'infiltration,40860
Kanalisationsanschluss,Raccordement aux canalisations,40861
Kanalisationsanschluss rating,Raccordement aux canalisations (rating),40862
Kanalisationsanschluss Bemerkungen,Remarques sur le raccordement aux canalisations,40863
Schutzraumbau/ -befreiung,Obligation de construire un abri et dispense,40864
Schutzraumbau/ -befreiung rating,Obligation de construire un abri et dispense (rating),40865
Schutzraumbau/ -befreiung Bemerkungen,Remarques sur l'obligation de construire un abri et la dispense,40866
Luftreinhaltung Baustelle,Mesures de protection de l'air sur le chantier,40867
Luftreinhaltung Baustelle rating,Mesures de protection de l'air sur le chantier (rating),40868
Luftreinhaltung Baustelle Bemerkungen,Remarques sur les mesures de protection de l'air sur le chantier,40869
Wanderweg,Chemin de randonnée pédestre,40870
Wanderweg rating,Chemin de randonnée pédestre (rating),40871
Wanderweg Bemerkungen,Remarques sur le chemin de randonnée pédestre,40872
Sind die Bedingungen und Auflagen der Baubewilligung (vor Baubeginn) erfüllt?,Les conditions et les charges prescrites dans le permis de construire (avant le début des travaux) sont-elles respectées?,40873
Abweichung,Ecart constaté,40874
Ist eine Schnurgerüstabnahme erforderlich?,Un relevé du gabarit d’implantation est-il nécessaire?,40875
Beginn Bauarbeiten,Début des travaux de construction,40876
Sind Schnurgerüst und die bewilligte Höhe zur Abnahme bereit?,Le gabarit d’implantation et la cote d’altitude autorisée sont-ils prêts pour leur relevé?,40877
Ab wann ist eine Kontrolle möglich?,A partir de quand un contrôle est-il possible?,40878
Bemerkungen,Remarques,40879
Datum,Date,40880
Ort,Localité,40881
Ist das Bauvorhaben nach der Baubewilligung und evtl. Projektänderungsbewilligung ausgeführt?,"Le projet de construction est-il exécuté conformément au permis de construire et, le cas échéant, à l’autorisation de modification du projet?",40882
Abweichung,Ecart constaté,40883
Sind die Bedingungen und Auflagen der Baubewilligung eingehalten?,Les conditions et les charges prescrites dans le permis de construire sont-elles respectées?,40884
Abweichung,Ecart constaté,40885
Sind die Sicherheitsvorschriften eingehalten?,Les prescriptions de sécurité sont-elles respectées?,40886
Abweichung,Ecart constaté,40887
Sind die Nebengebäude fertiggestellt?,Les annexes sont-elles achevées?,40888
Zeitpunkt der Fertigstellung,Date de l'achèvement,40889
Sind die Umgebungsarbeiten fertiggestellt?,Les travaux d’aménagement des abords sont-ils achevés?,40890
Zeitpunkt der Fertigstellung,Date de l'achèvement,40891
Meldung Tankanlage,Avis concernant la citerne,40892
Bemerkungen,Remarques,40893
Datum,Date,40894
Ort,Localité,40895
Is page valid?,Is page valid?,40896
Is page valid?,Is page valid?,40897
Handelt es sich bei der Liegenschaft um ein Baudenkmal?,Le bien-fonds est-il un monument historique?,40898
Strasse,Rue,40899
Nummer,Numéro,40900
PLZ,NPA,40901
Ort,Localité,40902
Ort,Localité,40903
Zuständige Gemeinde,Commune compétente,40904
Ist ein Fumoir betroffen/geplant?,Un fumoir est-il concerné/prévu?,40905
Die Anforderungen sind gemäss Art. 11 – 19 BewD eingehalten.,Les exigences énoncées aux articles 11 à 19 DPC sont respectées.,40906
"Die Bauprofile sind gemäss Art. 16 BewD gestellt. Hiermit wird bestätigt, dass die Bauprofile bis zum rechtskräftigen Bauentscheid stehen bleiben und vor diesem Entscheid mit den Bauarbeiten nicht begonnen wird.",Les gabarits sont posés conformément à l'article 16 DPC. Il est certifié ici qu'ils seront maintenus jusqu'à l'entrée en force de la décision relative à la demande de permis de construire et que les travaux ne commenceront pas avant la date de celle-ci.,40907
"Die Bauherrschaft verzichtet für sich und ihre Rechtsnachfolger ausdrücklich auf jeden Ersatz von Schaden, der durch den Forstbetrieb oder durch Naturereignisse, wie Schneedruck, Windfall usw. an der zu erstellenden Baute, bzw. ähnlichen Anlage verursacht werden könnte. Vorbehalten bleiben jedoch die Bestimmungen der Art. 41 ff. OR.","Le maître d'ouvrage renonce expressément, pour lui-même et ses ayants cause, à toute indemnité pour des dégâts qui pourraient être provoqués par l'exploitation forestière ou par un phénomène naturel, tels que glissement de neige, coups de vent, etc., aux bâtiments ou installations analogues à construire. Les prescriptions des articles 41 ss CO sont réservées.",40908
"Die Bauherrschaft nimmt für sich und ihre Rechtsnachfolger zur Kenntnis, dass keine Rückhiebe oder andere über das Kapprecht hinausgehenden Aushiebe an dem vom Näherbau tangierten Wald bewilligt werden; es ist verboten, auch wenn der Wald ihr gehört, solche Hiebe zwecks Verminderung des Schattenwurfes, zur Verbesserung der Aussicht oder aus anderen Gründen vorzunehmen.","Pour lui et ses ayants cause, le maître d'ouvrage prend acte qu'aucun défrichement de lisière de la forêt limitrophe ni autre coupe d'éclaircie allant au-delà du droit de couper les branches qui avancent sur le fonds voisin ne seront autorisés; si la forêt lui appartient, il lui est interdit de procéder à des coupes en vue de diminuer l'ombre projetée, de favoriser la vue ou à tout autre dessein.",40909
"Bei einer allfälligen Handänderung verpflichten sich die Bauherrschaft und Grundeigentümerin/Grundeigentümer, bzw. Baurechtsnehmerin/Baurechtsnehmer, diese Erklärung allfälligen Rechtsnachfolgern zu überbinden.","En cas de changement de propriété, le maître d'ouvrage et propriétaire ou bénéficiaire du droit de superficie s'engage à transférer à son successeur les obligations découlant de la présente déclaration.",40910
Der Gesuchsteller ist verantwortlich für die Einhaltung der Radonvorgaben gemäss Strahlenschutzverordnung des Bundes,Le/la requérant/e est responsable du respect des prescriptions relatives au radon au sens de l’ordonnance fédérale sur la radioprotection.,40911
"Der Gesuchsteller ist verantwortlich für die Einhaltung der Asbestvorgaben des Bundes (Chemikalien-Risikoreduktions-Verordnung, ChemRRV)",Le/la requérant/e est responsable du respect des prescriptions relatives à l'amiante de l'ordonnance fédérale sur la réduction des risques liés aux produits chimiques (ORRChim).,40912
"Der Gesuchsteller bestätigt, dass die Liegenschaftsentwässerung gemäss dem AWA-Merkblatt ""Entwässerung von Industrie- und Gewerbeliegenschaften"" geplant und realisiert wird. Als Beilage enthält das Gesuch einen Umgebungsplan, auf dem bei allen Teilfächen die vorgesehene Nutzung, die Befestigungsart, das Gefälle sowie die Entwässerungsart eingetragen sind.","Le/la requérant/e atteste que l'évacuation des eaux du bien-fonds est planifiée conformément au mémento «Evacuation des eaux des biens-fonds industriels ou artisanaux» de l’OED. La demande comporte en annexe un plan des environs qui mentionne, pour toutes les parties de la (des) parcelle(s), l’affectation prévue, le type de stabilisation du sol, la pente ainsi que le type d’évacuation des eaux.",40913
"Der Gesuchsteller bestätigt, dass er keinen Tatbestand zu den Bestimmungen zum Natur-, Wild- und Vogelschutzes tangiert.","Le/la requérant/e atteste que son projet n'est pas concerné par les dispositions relatives à la protection de la nature, de la faune sauvage et des oiseaux.",40914
"Die Bauherrschaft respektive die bevollmächtigte Vertretung bestätigt mit rechtsgültiger Unterschrift, dass die elektronisch übermittelten Daten (inklusive dem unterzeichneten Situationsplan) vollständig und wahrheitsgetreu ausgefüllt und eingereicht worden sind.","Le maître d'ouvrage ou son/sa représentant/e dûment mandaté/e confirme par sa signature légalement valable que les données transmises par la voie électronique (y c. le plan de situation signé) sont complètes et conformes à la vérité.
",40915
"Der/die Gesuchsteller/in bestätigt mit seiner/ihrer Unterschrift, die Generalvollmacht an Bevollmächtigte.",Le/la requérant/e confirme pas sa signature le mandat général accordé à son/sa représentant/e.,40916
"Activation page ""Hindernisfreies Bauen""","Activation de la page ""Construction sans obstacles""",80000
"Activation page  - ""Triage""","Activation de la page ""Presélection""",80001
"Activation document ""Grundriss (Massstäblich (1:100/1:50) mit Angabe der Bodenfläche)""","Activation du document ""Plan de surface (à l'échelle (1:100 / 1:50) avec indication de la surface au sol)""",80002
"Activation service ""BECO-SGA""","Activation du service ""BECO-SST""",80003
"Activation document  ""Dokument ""Schadstoffermittlung / Gutachten""","Activation du document  ""Détection de polluants / expertise""",80004
"Activation service ""Hindernisfreies Bauen"" and page ""Hindernisfreies Bauen""","Activation du service ""Construction sans obstacles"" et de la page ""Construction sans obstacles""",80005
"Activation document """"Gefahrengutachten""","Activation du document ""Expertise sur l’exposition aux dangers naturels""",80006
"Activation service ""GVB""","Activation du service ""AIB""",80007
Gesuchstyp,Type de demande,100000
Is page valid?,Is page valid?,110000
Allgemeine Informationen,Informations générales,
1. Allgemeine Informationen,1. Informations générales,
2. Nutzung Bauvorhaben,2. Affectation visée par le projet de construction,
3. Grundstück,3. Immeuble,
4. Bauwerk ,4. Ouvrage,
5. Spezialformulare,5. Formulaires spéciaux,
 6. Dokumente ,6. Documents,
7. Bestätigung,7. Confirmation,
8. Einreichen,8. Envoyer,
